199.24623	0
199.25989	0
199.27356	0
199.28722	0
199.30089	0
199.31454	0
199.32822	0
199.34189	0
199.35555	0
199.36922	0
199.38289	0
199.39656	0
199.41022	0
199.42389	0
199.43756	0
199.45123	0
199.4649	0
199.47858	0
199.49225	0
199.50592	0
199.51959	0
199.53326	0
199.54694	0
199.56061	0
199.57428	0
199.58795	0
199.60162	0
199.61531	0
199.62898	0
199.64265	0
199.65634	0
199.67001	0
199.68369	0
199.69737	0
199.71104	0
199.72472	0
199.7384	0
199.75208	0
199.76576	0
199.77943	0
199.79312	0
199.80681	0
199.82048	0
199.83417	0
199.84785	0
199.86153	0
199.87521	0
199.8889	0
199.90259	0
199.91626	0
199.92995	0
199.94363	0
199.95732	0
199.97101	0
199.9847	0
199.99838	0
200.01207	0
200.02576	0
200.03944	0
200.05313	0
200.06682	0
200.08052	0
200.09421	0
200.10789	0
200.12158	0
200.13528	0
200.14897	0
200.16266	0
200.17636	0
200.19005	0
200.20374	0
200.21744	0
200.23112	0
200.24483	0
200.25851	0
200.27222	0
200.2859	0
200.29961	0
200.31331	0
200.327	0
200.3407	1182.7
200.3544	449.782
200.3681	446.583
200.38179	529.314
200.39549	299.272
200.40919	459.457
200.4229	388.612
200.4366	659.851
200.4503	1050.15
200.464	884.387
200.47771	970.463
200.49141	1340.03
200.50511	623.643
200.51881	640.652
200.53252	625.082
200.54622	872.803
200.55992	1179.8
200.57362	1187.17
200.58733	1339.53
200.60104	980.593
200.61475	529.034
200.62845	742.596
200.64217	1118.39
200.65587	815.04
200.66957	1330.66
200.68329	958.438
200.69699	424.594
200.71071	577.546
200.72441	516.69
200.73813	663.092
200.75183	604.914
200.76555	434.913
200.77925	803.542
200.79297	564.008
200.80669	863.681
200.82039	1299.69
200.83411	1010.7
200.84782	504.133
200.86154	870.643
200.87524	928.87
200.88896	1111.8
200.90268	1423.22
200.9164	1233.31
200.93011	1230.15
200.94383	1169.51
200.95755	1052.72
200.97127	1347.76
200.98499	1234.8
200.9987	930.025
201.01242	600.64
201.02614	634.081
201.03986	1074.85
201.05357	810.607
201.06731	1023.75
201.08102	1143.42
201.09474	866.877
201.10846	517.04
201.12219	649.262
201.13591	778.008
201.14963	916.863
201.16336	817.384
201.17708	748.484
201.19081	721.4
201.20453	947.533
201.21826	965.276
201.23198	1170.79
201.24571	1280.85
201.25943	822.637
201.27316	418.312
201.2869	341.305
201.30061	506.401
201.31435	853.213
201.32808	995.731
201.34181	710.429
201.35553	957.856
201.36926	559.71
201.383	88.7881
201.39673	622.097
201.41046	853.061
201.42419	735.257
201.43793	902.452
201.45166	820.312
201.46539	595.78
201.47913	553.439
201.49286	762.489
201.50659	636.89
201.52032	593.681
201.53406	334.087
201.54781	540.685
201.56154	589.937
201.57527	756.009
201.589	761.913
201.60275	628.627
201.61649	820.13
201.63022	841.227
201.64397	1127.89
201.6577	1082.9
201.67145	1149.6
201.68518	952.71
201.69893	866.58
201.71266	687.539
201.72641	930.034
201.74014	678.368
201.75389	736.935
201.76764	732.302
201.78137	358.07
201.79512	373.413
201.80887	478.309
201.82262	188.706
201.83636	416.307
201.8501	89.9382
201.86385	502.508
201.87759	397.571
201.89134	182.55
201.90509	30.9517
201.91884	405.369
201.93259	481.641
201.94633	411.053
201.96008	585.589
201.97383	483.83
201.98758	765.871
202.00134	1109.8
202.01509	989.246
202.02884	602.027
202.04259	920.346
202.05634	772.227
202.0701	997.712
202.08385	750.177
202.0976	867.953
202.11136	814.243
202.12511	1166.78
202.13887	1017.32
202.15262	1080.08
202.16638	917.864
202.18013	782.75
202.19389	454.933
202.20764	322.01
202.22141	758.942
202.23517	687.696
202.24892	551.061
202.26268	731.797
202.27644	507.022
202.29021	497.279
202.30396	291.768
202.31772	51.0683
202.33148	64.9273
202.34525	493.837
202.35901	763.464
202.37277	679.793
202.38654	552.749
202.4003	510.514
202.41406	320.72
202.42783	289.783
202.44159	499.04
202.45535	578.322
202.46912	420.053
202.48288	704.087
202.49666	736.935
202.51042	1570.04
202.52419	1546.24
202.53795	1025.34
202.55173	842.169
202.56549	952.603
202.57925	831.739
202.59303	719.782
202.6068	936.724
202.62057	1015.98
202.63434	1200.29
202.64812	884.491
202.66188	1251.74
202.67566	1082.6
202.68942	905.63
202.7032	716.015
202.71698	702.509
202.73076	643.83
202.74452	900.899
202.7583	807.689
202.77208	651.431
202.78586	442.363
202.79962	604.093
202.8134	722.82
202.82718	378.401
202.84096	597.497
202.85474	591.581
202.86852	407.757
202.88229	802.295
202.89607	1097.01
202.90985	1249.16
202.92363	1295.43
202.93742	1007.12
202.9512	1260.41
202.96498	1300.42
202.97876	1328.43
202.99254	1227.51
203.00633	1192.05
203.02011	966.774
203.03389	1282.45
203.04768	1260.1
203.06146	1464.45
203.07526	1442.6
203.08904	1143.21
203.10283	1376.59
203.11661	606.336
203.1304	441.345
203.14418	381.065
203.15797	497.191
203.17177	677.557
203.18555	1194.06
203.19934	1488.95
203.21313	1616.16
203.22691	1517.21
203.24071	1417.73
203.2545	1396.41
203.2683	750.428
203.28209	738.094
203.29588	946.033
203.30968	492.299
203.32347	248.115
203.33727	501.776
203.35106	789.247
203.36485	623.003
203.37865	579.23
