Spektrum Sampel: S1
Ti 2 324.198253 B+
Tm 1 327.178100 D
Fe 2 320.235300 nan
Cr 2 337.280420 nan
Th 1 336.119772 nan
Hf 1 334.924000 nan
Pt 2 338.381200 nan
Th 1 332.294590 nan
Ti 2 338.027660 C+
Os 1 330.623000 nan
Fe 1 332.952270 nan
Cr 1 334.202500 nan
Rb 2 344.074300 nan
Cr 2 349.039620 nan
Fe 1 347.545000 B
Th 2 349.768590 nan
Fe 1 342.698770 D+
Co 1 346.580000 C
Fe 1 358.119280 A
Sc 2 355.853400 B+
Pm 2 356.531000 nan
Th 2 355.482310 nan
Al 2 358.691200 nan
W 1 361.887700 nan
Th 1 368.521410 nan
Fe 1 360.885910 A
Sr 1 368.726100 nan
Th 1 367.997000 nan
Cs 2 360.683470 nan
Sc 1 362.130500 nan
Ce 2 364.775000 nan
Th 1 365.358600 nan
V 1 374.937100 C+
Fe 1 373.486360 A
Sm 2 373.714000 nan
V 1 375.821100 nan
Xe 1 374.569000 nan
V 2 376.118800 nan
Fe 1 371.993450 A
V 1 374.337700 nan
U 1 376.326000 nan
Mn 2 376.376000 nan
U 2 375.266000 nan
Ti 1 374.105970 A
Th 2 379.942210 nan
Fe 1 372.752670 nan
Li 1 379.472000 AA
Nd 2 372.242000 nan
Th 1 382.032710 nan
Th 2 382.602140 nan
Th 2 383.234690 nan
Hf 1 383.423000 nan
W 2 382.787980 nan
Ce 2 381.585000 B
V 1 388.619300 nan
Th 1 382.928020 nan
Sc 1 387.825300 nan
Cs 1 388.861141 C+
Pr 2 389.171000 nan
Bk 2 385.989000 nan
Mg 1 389.557200 B+
Th 1 383.734280 nan
Cr 1 385.627090 nan
Ca 1 387.254000 D
Ar 2 396.835890 B
Th 2 396.150300 nan
Tc 1 393.370500 nan
V 1 394.393700 C+
Cr 2 390.564390 nan
Cu 2 390.296670 nan
Th 1 398.182800 nan
Fe 1 404.581220 A
Gd 2 406.359000 nan
Cm 1 404.829000 nan
N 2 404.131000 nan
Th 1 403.058940 nan
Nd 2 401.270000 B+
Mn 1 403.307000 C+
V 2 402.337750 B
O 2 414.373600 nan
Fe 1 413.197200 nan
Th 1 419.893560 nan
Al 2 422.681300 C+
Cr 1 421.531000 nan
Fe 1 427.176020 A
Os 1 420.206000 nan
Ar 2 428.289710 B
Am 1 428.926000 nan
Fe 1 429.403740 nan
Ti 2 430.786570 B+
Th 2 438.344830 nan
Nd 2 432.576600 B
Ca 1 430.253000 C+
Ti 1 430.573800 nan
Th 2 431.722660 nan
Fe 2 439.513700 D+
S 2 440.473000 E
W 1 441.507500 nan
Cr 1 448.145000 nan
Pt 1 445.492940 nan
Ti 1 451.802200 C+
Pm 1 455.403000 nan
Th 1 460.737800 nan
Th 1 484.387666 nan
V 1 495.765000 C+
Fe 1 493.400490 nan
Cr 2 492.024400 nan
Mo 1 506.463200 B+
Mg 1 518.360420 A
Co 2 517.297550 D
Co 2 516.755650 D
Xe 2 522.690000 nan
Nb 1 526.992000 nan
Ce 1 532.808000 B+
Ca 1 558.876000 D
Th 1 589.001670 nan
S 2 589.591000 D
Pm 1 606.906000 nan
I 2 607.498000 nan
Th 1 616.226100 nan
Th 2 612.233700 nan
Th 1 634.612081 nan
Fe 2 656.220480 nan
Th 1 670.773300 nan
Tm 1 678.199800 nan
Te 2 746.875000 nan
Rh 1 744.239000 nan
Hf 1 742.427400 nan
W 1 766.488000 C
Hf 1 777.439000 nan
W 1 777.252000 nan
Cl 1 808.451000 E
Se 1 818.500000 nan
Th 2 821.635200 nan
O 1 844.676000 B
